repository	scope	clone_group	ref	sha	ahead_main	behind_main	merged_into_main	date	subject
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-admission	2535316e78241cca4e0864a76b966070ba81a40d	0	282	yes	2026-08-10T08:14:10-07:00	feat(m5): add scheduler admission and reuse helpers
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-budget	7295e62e76fc083bd7e76cf7c08398cea7994b60	0	281	yes	2026-08-10T08:16:25-07:00	fix: preserve outcomes during budget grace
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-integration	c2d20ea062d78b56b4b0d2f3f5ef3b0ac26be242	0	282	yes	2026-08-10T08:14:44-07:00	Add M5 broker integration preparation adapter
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-parent-tools	1add809ea2d924b6b6d374de51e09bf9d5e1c237	0	281	yes	2026-08-10T08:16:55-07:00	fix(pi): align parent tool broker metadata
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-scheduler	a6f844f3398171dc33dadec15b94480c29cdbca3	0	283	yes	2026-08-10T07:58:46-07:00	feat: add scheduler workflows and parent tools
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m5-workflow	ee02115afaf49262888c8ca18193d5553ebfbeb8	0	282	yes	2026-08-10T08:15:04-07:00	feat: add workflow execution engine helpers
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m6-client	55c3eb0604eae921debc2beb695928620dcde15e	0	282	yes	2026-08-10T08:17:04-07:00	fix(deck): harden broker client reconnect
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m6-deck	20dfe67f7888929b1b6f44358d36ce8d9a45f8dd	0	283	yes	2026-08-10T07:59:19-07:00	feat(deck): add broker-backed orchestration deck foundation
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m6-integration	bbbfbd6c3b323ad70ddbe89d9b0eb177ba8efc3c	0	282	yes	2026-08-10T08:22:49-07:00	test: prepare M6 deck integration fixtures
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m6-store	6e4929181d487a4dc2d6f90f7015d64c0f4b0caa	0	282	yes	2026-08-10T08:19:28-07:00	feat(deck): harden store snapshot and replay model
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m6-views	9e7044531733e25ddc59f19f6ee2b96e78dda63f	0	282	yes	2026-08-10T08:21:18-07:00	feat(deck): harden views and action accessibility
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-cli	98f0d21eeeed82c568b37cb47a126a5ba0ea07fd	0	282	yes	2026-08-10T08:24:54-07:00	feat(m7): add safe operator planning
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-config	b03d04bce97a3929ffaef7d2cac3f8de2a0ed8d7	0	282	yes	2026-08-10T08:22:20-07:00	feat: add safe configuration policy
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-ops	e76bc7309eff8290ba4218096a54a3b8ea5621ae	0	283	yes	2026-08-10T07:58:49-07:00	feat: add M7 operations and recovery scaffolding
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-recovery	6fa9fa25ae727a5dd02dcee71617cd7662f82256	0	282	yes	2026-08-10T08:18:04-07:00	feat: add dry-run recovery planning
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-release	a137b94aec2daf4ff46ba0532fb222d5b2749a21	0	282	yes	2026-08-10T08:26:37-07:00	Add M7 release rehearsal harness
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m7-retention	ec6c7738dc469225cd51c121bb9c58b54ec8dd38	0	281	yes	2026-08-10T08:34:32-07:00	Fix deterministic refusal ordering
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/official-close-cleanup-fix	48b82a106622ef95791787915bd04086336ff15a	0	162	yes	2026-08-11T16:31:38-07:00	fix: require live worktree cleanup identity
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/pi-herd-modern-tui	63ab9923f4c73f8be87c2dc2a31792b0a4d08035	1	161	no	2026-08-19T00:18:27-07:00	fix: update deck for Pi TUI alternate screen API
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/release-correction	b75255ca064b9cb6e5fd4b1b72e296040a2e50bf	0	192	yes	2026-08-10T23:24:07-07:00	fix: complete release gates and operator migration
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/schema-envelope-fix	6bff275aef3d3881f75c2fbb85c72189948a8342	0	174	yes	2026-08-11T10:45:00-07:00	fix: read the official Herdr schema envelope
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/unified-pi-herdr-orchestration	1f56869070e04488adcb751c2cd84ecec5a697cf	0	148	yes	2026-08-11T19:39:08-07:00	Expose the production Pi capability fixture to broker children
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-adapter-identity	2994fdd0924fc142ca5c823f01e398e19810e4fb	0	126	yes	2026-08-20T11:18:46-07:00	fix(broker): bind managed control connection identity
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-adapter-timeout	d8a62f352739730c3fe688410c7f22848d7d6a91	0	128	yes	2026-08-20T11:07:12-07:00	fix(broker): keep adapter timeout local
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-close-replay	1f8a2a947b47b0e7b4c62f50e508d6cf400b1e4b	0	116	yes	2026-08-20T13:38:21-07:00	fix(close): preserve idempotency through restart replay
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-close-shared-workspace	17b0197aa67d28ff5d4e19a30f6e2495fb61cd79	0	114	yes	2026-08-20T13:51:39-07:00	fix(close): allow absent panes in shared workspaces
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-prompt-locality	71bd95d827978b03613f6c659afc77e7052c5582	0	124	yes	2026-08-20T11:41:55-07:00	fix(broker): keep prompt task controls local
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-prompt-rebind	783e5df91863dab8c19dd4ae21db8a1f0ef5ed2b	0	122	yes	2026-08-20T11:58:18-07:00	fix(pi): rebind settled assignment for parent prompt
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-question-wait	9e78038166a23ba0fd14d8dbb693d2d4498925ef	0	118	yes	2026-08-20T12:50:19-07:00	fix(parent): expose blocked question in agent wait
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-settled-cycle	23192065bb4b9d50565f5aff23651bc64ed2ab17	0	120	yes	2026-08-20T12:23:14-07:00	fix(pi): retain settled assignment through parent prompt
my-shtty-pi-herdr-deck	remote	-	refs/heads/compat/herdr-082-snapshot-key	26ffa6e31b46a5207591fd9fffcaa772902b07e5	0	130	yes	2026-08-20T10:50:29-07:00	fix(broker): separate persistent snapshot authentication
my-shtty-pi-herdr-deck	remote	-	refs/heads/feat/agent-board-product-consolidation	591f1bb7f82896818964663173f994b74bfc0f50	0	61	yes	2026-08-23T14:27:12-07:00	refactor: centralize Signals presentation parsing
my-shtty-pi-herdr-deck	remote	-	refs/heads/fix/broker-owned-tab-cleanup-20260828	0036e055c6cd0bc5fdad132f476bd978b30cf9b0	0	8	yes	2026-08-28T12:53:06-07:00	fix: close dedicated broker agent tabs
my-shtty-pi-herdr-deck	remote	-	refs/heads/fix/deck-visible-render-gate	88903b5fd6bc2591a7ba171cbcd8ab5a4f7c5839	0	95	yes	2026-08-22T23:03:52-07:00	Fail closed on ambiguous provider panes
my-shtty-pi-herdr-deck	remote	-	refs/heads/integration/pi-herdr-orchestrator-001	5c53efe87bbeb9536b86676f08295d349f5b1f11	0	189	yes	2026-08-11T00:13:25-07:00	Merge GitHub CI portability correction
my-shtty-pi-herdr-deck	remote	-	refs/heads/main	cdf69002b1c1cf62f2ec5252f4c5a5e82f9bfadc	0	0	yes	2026-08-30T11:34:26-07:00	Merge pull request #60 from JCFrags/fix/live-model-options-public-view-20260829
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/broker-client-capacity-64	7a72cd6d3163059ec7f2ae424de282714d1af152	0	112	yes	2026-08-20T15:10:25-07:00	Raise broker client capacity to 64
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/compact-accept-fix	1bd158d751cbd0a6ed4ab64f3fede0988bf8fe4c	0	136	yes	2026-08-19T22:02:05-07:00	fix compact acceptance tool schema
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/compact-delegation	d4139cd00782e09eb2edb7c1afc4542e712f74d8	0	144	yes	2026-08-19T00:18:55-07:00	fix: update deck for Pi TUI alternate screen API
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/compact-release-fix	4b5ad1444da4f08da2f0fcac20c292e4ec7e590a	0	138	yes	2026-08-19T21:44:26-07:00	fix compact release blockers
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/compact-rollback-env-fix	97576d0a3d7b8dac8ec42cc691affb4316f9a238	0	134	yes	2026-08-19T22:22:04-07:00	forward compact rollback switch to broker
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/core-m0-m1	c7ff47df5b4b8a67432fbd4f257e9a1695b442c1	0	304	yes	2026-08-10T03:51:17-07:00	fix: authenticate snapshot state binding
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/live-env-fix	44bd999f26356a2f2d8a01efd3b662813c96e9a9	0	176	yes	2026-08-11T10:24:34-07:00	fix: validate the running broker binary on reuse
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/live-managed-result-fix	fc56b05bdc2360b7fb86a8af7e0e650a9f33a3e2	0	168	yes	2026-08-11T15:14:21-07:00	fix(pi): retain managed active tools after connect
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/live-result-convergence-fix	445f2006c8981cc7fdb6f258a0b195983aec4b1a	0	165	yes	2026-08-11T15:49:20-07:00	fix(pi): bound agent wait deadline
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/live-startup-fix	6aa2b35e4836a802229ca1c7b2630242a7c4b5bb	0	179	yes	2026-08-11T05:01:13-07:00	fix: tolerate completed startup unlink readers
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/official-close-cleanup-fix	48b82a106622ef95791787915bd04086336ff15a	0	162	yes	2026-08-11T16:31:38-07:00	fix: require live worktree cleanup identity
my-shtty-pi-herdr-deck	remote	-	refs/heads/project/schema-envelope-fix	6bff275aef3d3881f75c2fbb85c72189948a8342	0	174	yes	2026-08-11T10:45:00-07:00	fix: read the official Herdr schema envelope
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/agent/ask-user-signals-deploy-fix-20260827	047ab0e767a7655eb854647e09487a188952516a	2	0	no	2026-08-27T11:16:34-07:00	fix(signals): bundle runtime typebox dependency
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/agent/ask-user-signals-provider	3c303e5364cebf2f84ebc16ace01c0099a821569	1	0	no	2026-08-27T00:05:09-07:00	feat(signals): add deferred ask_user provider
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/agent/phase2-final-signals	0aa784d4321a585e009763385f89651e79ec3d7c	1	2	no	2026-08-23T10:23:17-07:00	fix: complete Signals identity corrections
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/m0-exit-shell	89950421ecbf307a265433a2a47869aec0d8a58b	1	53	no	2026-08-12T00:55:02-07:00	feat: add M0 doctor shell
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-002-compatibility	7114df17f72c11da8089fd0fbd9b48d17cc8d909	0	56	yes	2026-08-12T00:26:40-07:00	feat(sb-002): add host compatibility facts
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-003-config	19e7ce540e38b3231525183e655cb6a7695c4cc6	1	56	no	2026-08-12T00:36:43-07:00	feat(config): add fixed-path configuration loader
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-005-errors	afa147c55e4b6e1b759f8e87666026f2f3419e3c	1	56	no	2026-08-12T00:34:51-07:00	feat(sb-005): add safe errors and diagnostics core
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-006-sanitizer	d2d169d409643df7f9882bc0ea1b1a58d23ddb02	1	52	no	2026-08-12T01:05:33-07:00	feat: add deterministic text sanitization
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-007-ids	3617a1e600e22000b310f83eed19c11915c3e13e	1	52	no	2026-08-12T01:03:34-07:00	feat(sb-007): add clock and ID abstractions
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-008-events	aebbf779e914f6215d86f303f1caaffdfac5e9c5	1	50	no	2026-08-12T01:16:37-07:00	feat(sb-008): define immutable domain event model
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-009-attachments	701535786bf6bfe3eaf27da4733555239ec33672	1	49	no	2026-08-12T01:25:20-07:00	feat(sb-009): normalize inert attachments
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-010-reducer	cb6ec654509e8b3f2905a4ef0331aaaa7214da32	2	48	no	2026-08-12T01:56:28-07:00	test(domain): cover reducer invariant boundaries
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-011-selectors	dcfd94eab964ba6789b30aa2bbca8e7ddd178aea	1	46	no	2026-08-12T02:14:09-07:00	feat(domain): add replay-safe board selectors
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-012-codec-replay	b91e892ff0df1e216dc876fbb3f5698aacc3ca9c	1	46	no	2026-08-12T02:12:26-07:00	feat: add strict event codec and branch replay
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-013-queue-store	14f52e05a329ad6d35188682c3e182082ea58efd	1	45	no	2026-08-12T02:23:38-07:00	feat: add serialized event store transaction
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-014-runtime	3e0062f14175383041265b00d4ae3aff32a834bc	2	43	no	2026-08-12T02:44:37-07:00	fix: keep recoverable lifecycle warnings usable
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-015-update-service	e1af8c4ccf4cdd7d737220b3c25b883b6c7221e0	1	41	no	2026-08-12T02:57:48-07:00	feat: add durable update service
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-016-update-tool	98d6cb5c9eae26ef9a05f83b11e5d5f1881073d9	3	40	no	2026-08-12T03:21:06-07:00	fix(sb-016): restore narrow Pi AI peer lock
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-017-widget	eb15854af45e5380f569362d712f588191ec1c39	1	41	no	2026-08-12T02:58:28-07:00	feat(widget): add deterministic compact renderer
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-018-ui-adapter	e400e75ae03e3bd410d1ff148e21f5d803912b7c	3	36	no	2026-08-12T03:45:15-07:00	fix(ui): separate clear from disposal
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-019-question-validation	3673a009c1f84135876b7184b3d6ec93a8f044c8	1	32	no	2026-08-12T04:10:06-07:00	feat: validate question specifications
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-020-unsafe-question	366ae8203c85ea86e7718748b42ed1b39e2c3744	1	31	no	2026-08-12T04:18:08-07:00	feat: guard unsafe asynchronous questions
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-021-question-service	bb67758bc85aa71219f7343b825fb3952d9d9828	1	30	no	2026-08-12T04:30:47-07:00	feat: add durable question service
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-022-question-tool	1579ab1bcecb9f1fef9747966cd23ee93e087fbd	1	29	no	2026-08-12T04:42:48-07:00	feat: add Signal Board question tool
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-023-expiry-service	52cc52529f3079b209bbdffef539aafb87e6ee03	1	29	no	2026-08-12T04:48:58-07:00	feat: add durable question expiry service
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-024-question-escalation	17f24491ae5a38d6d6199fe1d8c01e7edfbcc457	1	29	no	2026-08-12T04:46:22-07:00	feat: escalate pending questions when agents settle
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-025-inbox-projections	4d79d49da590ee2dae84814382e9e32dc4d96353	1	25	no	2026-08-12T04:58:27-07:00	feat(domain): add inbox question projections
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-026-board-models	748d647fb26458f2f366668ed223ca3022e24cea	1	24	no	2026-08-12T05:34:04-07:00	feat(ui): add board view models
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-027-board-component	b1cb42e018e6dc904c6138bbad9dec64143b7dec	1	23	no	2026-08-12T05:52:59-07:00	feat(ui): add signal board component
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-028-signalboard-command	cce2795e2cd5534ae348da7145b2a11e961f417c	1	22	no	2026-08-12T06:05:28-07:00	feat: add signalboard command boundary
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-029-shortcut	6be34f628c89d87f0a7e0203258fc6c389f4d2c9	1	21	no	2026-08-12T06:17:17-07:00	feat: register signal board shortcut
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-030-view-checkpoint	bf5aa76f2c164c91bd8693f0f3d215adbd097d36	1	20	no	2026-08-12T06:33:14-07:00	feat: persist board view checkpoints
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-031-answer-ui	518d434452c7dd4229732254257e7cc3290b9629	1	19	no	2026-08-12T06:49:34-07:00	feat: add single and text answer intents
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-032-multiple-answer-ui	a5fa1e7fd5e6a40e2cf288379a0aaa37ccfd5a6a	1	18	no	2026-08-12T06:59:59-07:00	feat: add multiple answer intents
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-033-accept-recommendation	48de59e17912b53288ed521f12db6e4ca56854c5	1	17	no	2026-08-12T07:18:59-07:00	feat: accept validated recommendations
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-034-dismiss-archive-ui	b73d1ad72b2f839f3d0aa6a46cd2d78a52f3f92c	1	16	no	2026-08-12T07:33:32-07:00	feat: add dismiss and archive actions
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-035-race-guard	542132b75587f960cd0c5bba05d5e1c1fbdeb499	1	15	no	2026-08-12T07:44:53-07:00	feat: guard board action races
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-036-answer-persistence	8c3b5ae18cf6a7e83e61d7df6fe6cb49c44152f3	1	14	no	2026-08-12T07:59:49-07:00	feat: persist validated answers
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/sb-037-answer-formatter	35287f889b32f9d62d8a26efb80cd53166b4ab22	0	13	yes	2026-08-12T08:02:15-07:00	feat: persist validated answers
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/feat/signals-provider-identity	e640ca123d7e9dce2197998705effe539d1014ae	0	1	yes	2026-08-23T10:24:37-07:00	fix: complete Signals identity corrections
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/fix/m2-command-id-compat	cf6c166d4d0d1dbf3d163497475276c220922901	1	33	no	2026-08-12T03:56:07-07:00	fix: accept provider-qualified tool command ids
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/main	7040981874d410efc72d1c1c69b5edddfb5d69da	0	0	yes	2026-08-23T13:27:06-07:00	Merge pull request #6 from JCFrags/feat/signals-provider-identity
pi-signal-board	local	pi-signal-board-5ca0eca9c5	refs/heads/test/sb-004-harness	ede8d04efaea69d5a2a52021fb45c64cee5f77b4	1	56	no	2026-08-12T00:35:48-07:00	test(sb-004): add deterministic fake Pi harness
pi-signal-board	remote	-	refs/heads/dependabot/npm_and_yarn/biomejs/biome-2.5.9	c31d665a4c923170a3ce28786ce82b463eca3b78	1	11	no	2026-08-21T05:20:19Z	chore(deps-dev): bump @biomejs/biome from 2.3.5 to 2.5.9
pi-signal-board	remote	-	refs/heads/dependabot/npm_and_yarn/pi-host-a81fd2e162	18eb518a17af086b244217ba3f98fafc8916736b	1	0	no	2026-08-28T14:44:46Z	chore(deps-dev): bump the pi-host group across 1 directory with 3 updates
pi-signal-board	remote	-	refs/heads/dependabot/npm_and_yarn/test-toolchain-b6d487308a	88250c5f5d5f65c84209690a54d9369544f06a3d	1	0	no	2026-08-28T14:45:00Z	chore(deps-dev): bump the test-toolchain group across 1 directory with 2 updates
pi-signal-board	remote	-	refs/heads/dependabot/npm_and_yarn/types/node-26.2.0	cbec935976f329c1ace540f54b235bf9dd7a86ff	1	11	no	2026-08-21T05:20:13Z	chore(deps-dev): bump @types/node from 22.19.19 to 26.2.0
pi-signal-board	remote	-	refs/heads/dependabot/npm_and_yarn/typescript-7.0.2	7ce0d53abb0b04ba7403ef7c7c042a93918673e1	1	11	no	2026-08-21T05:20:08Z	chore(deps-dev): bump typescript from 5.9.3 to 7.0.2
pi-signal-board	remote	-	refs/heads/feat/signals-provider-identity	e640ca123d7e9dce2197998705effe539d1014ae	0	1	yes	2026-08-23T10:24:37-07:00	fix: complete Signals identity corrections
pi-signal-board	remote	-	refs/heads/main	7040981874d410efc72d1c1c69b5edddfb5d69da	0	0	yes	2026-08-23T13:27:06-07:00	Merge pull request #6 from JCFrags/feat/signals-provider-identity
