repository	ref/group	tip SHA	unique commit count	affected products	deployed-byte relationship	classification	proposed destination	safe-to-delete-later	evidence
pi-signal-board	pi-signal-board-U020 [remote:refs/heads/dependabot/npm_and_yarn/types/node-26.2.0]	cbec935976f329c1ace540f54b235bf9dd7a86ff	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2
pi-signal-board	pi-signal-board-U021 [local:refs/heads/feat/sb-006-sanitizer]	d2d169d409643df7f9882bc0ea1b1a58d23ddb02	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U022 [local:refs/heads/feat/sb-035-race-guard]	542132b75587f960cd0c5bba05d5e1c1fbdeb499	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=7; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U023 [remote:refs/heads/dependabot/npm_and_yarn/typescript-7.0.2]	7ce0d53abb0b04ba7403ef7c7c042a93918673e1	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2
pi-signal-board	pi-signal-board-U024 [local:refs/heads/feat/sb-020-unsafe-question]	366ae8203c85ea86e7718748b42ed1b39e2c3744	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=3; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U025 [local:refs/heads/feat/sb-011-selectors]	dcfd94eab964ba6789b30aa2bbca8e7ddd178aea	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=5
pi-signal-board	pi-signal-board-U026 [local:refs/heads/feat/sb-013-queue-store]	14f52e05a329ad6d35188682c3e182082ea58efd	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=5; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U027 [local:refs/heads/feat/sb-033-accept-recommendation]	48de59e17912b53288ed521f12db6e4ca56854c5	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=9; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U028 [local:refs/heads/feat/sb-026-board-models]	748d647fb26458f2f366668ed223ca3022e24cea	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=3; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U029 [local:refs/heads/feat/sb-028-signalboard-command]	cce2795e2cd5534ae348da7145b2a11e961f417c	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=7; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U030 [local:refs/heads/feat/sb-030-view-checkpoint]	bf5aa76f2c164c91bd8693f0f3d215adbd097d36	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=7; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U031 [local:refs/heads/feat/sb-017-widget]	eb15854af45e5380f569362d712f588191ec1c39	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=4; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U032 [remote:refs/heads/dependabot/npm_and_yarn/test-toolchain-b6d487308a]	88250c5f5d5f65c84209690a54d9369544f06a3d	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2
pi-signal-board	pi-signal-board-U033 [local:refs/heads/feat/sb-009-attachments]	701535786bf6bfe3eaf27da4733555239ec33672	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U034 [local:refs/heads/feat/sb-034-dismiss-archive-ui]	b73d1ad72b2f839f3d0aa6a46cd2d78a52f3f92c	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=13; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U035 [local:refs/heads/feat/sb-003-config]	19e7ce540e38b3231525183e655cb6a7695c4cc6	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=5; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U036 [local:refs/heads/feat/sb-022-question-tool]	1579ab1bcecb9f1fef9747966cd23ee93e087fbd	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=4; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U037 [remote:refs/heads/dependabot/npm_and_yarn/pi-host-a81fd2e162]	18eb518a17af086b244217ba3f98fafc8916736b	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2
pi-signal-board	pi-signal-board-U038 [local:refs/heads/feat/sb-036-answer-persistence]	8c3b5ae18cf6a7e83e61d7df6fe6cb49c44152f3	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=4; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U039 [local:refs/heads/feat/sb-027-board-component]	b1cb42e018e6dc904c6138bbad9dec64143b7dec	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=7; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U040 [local:refs/heads/feat/sb-021-question-service]	bb67758bc85aa71219f7343b825fb3952d9d9828	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=3; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U041 [local:refs/heads/feat/sb-025-inbox-projections]	4d79d49da590ee2dae84814382e9e32dc4d96353	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U042 [remote:refs/heads/dependabot/npm_and_yarn/biomejs/biome-2.5.9]	c31d665a4c923170a3ce28786ce82b463eca3b78	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	UNKNOWN_REQUIRES_REVIEW	packages/pi-signal-board	no	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=2
pi-signal-board	pi-signal-board-U043 [local:refs/heads/feat/sb-029-shortcut]	6be34f628c89d87f0a7e0203258fc6c389f4d2c9	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=6; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
pi-signal-board	pi-signal-board-U044 [local:refs/heads/feat/sb-012-codec-replay]	b91e892ff0df1e216dc876fbb3f5698aacc3ca9c	1	pi-signal-board	ACTIVE_PRODUCT_SOURCE_BUT_NO_EXACT_DEPLOYED_FILE_SET	DUPLICATE_OR_SUPERSEDED	packages/pi-signal-board	yes	equivalence=patch-set; trees=1; patch_sets=1; changed_paths=6; all stable commit patch IDs occur in remote main; aggregate branch diff patch ID occurs in remote main
